event_id,player_id,controller_id,controller_serial,event_date,primary_issue,issue_confidence,right_stick_drift_score,left_stick_drift_score,disconnect_frequency_score,battery_health_percent,session_hours_l30d,firmware_version,platform_version
TEL-001486,PLAYER298,CTRL-0336,ZCT2E-C3358634,2024-05-29,NONE,LOW,0.15,0.04,0.12,79,118.9,3.02,1.06
TEL-001487,PLAYER299,CTRL-0337,ZCT1W-U9593404,2024-06-10,NONE,LOW,0.11,0.01,0.02,83,84.0,3.02,1.06
TEL-001488,PLAYER300,CTRL-0338,ZCT2E-E7760247,2024-06-01,BATTERY_DEGRADATION,MEDIUM,0.17,0.07,0.19,78,107.7,3.02,1.06
TEL-001489,PLAYER301,CTRL-0339,ZCT2E-B2420343,2024-04-08,RIGHT_STICK_DRIFT,HIGH,0.68,0.61,0.09,80,26.9,3.02,1.06
TEL-001490,PLAYER302,CTRL-0340,ZCT1W-K9077690,2024-04-21,NONE,LOW,0.09,0.00,0.09,93,57.5,3.02,1.06
TEL-001491,PLAYER302,CTRL-0341,ZCT1W-G9661473,2024-05-04,NONE,LOW,0.14,0.05,0.15,84,76.9,3.02,1.06
TEL-001492,PLAYER303,CTRL-0342,ZCT1W-X3596701,2024-05-14,NONE,LOW,0.03,0.00,0.09,89,40.0,3.02,1.06
TEL-001493,PLAYER304,CTRL-0343,ZCT1W-R4367185,2024-05-24,DISCONNECT_FIRMWARE,MEDIUM,0.18,0.10,0.75,80,65.5,3.00,1.06
TEL-001494,PLAYER305,CTRL-0344,ZCT1W-S2625102,2024-05-05,NONE,LOW,0.04,0.00,0.03,65,24.4,3.02,1.06
TEL-001495,PLAYER305,CTRL-0345,ZCT1W-S8445994,2024-06-06,NONE,LOW,0.21,0.10,0.06,86,117.0,3.02,1.06
TEL-001496,PLAYER306,CTRL-0346,ZCT2E-R4087744,2024-05-22,RIGHT_STICK_DRIFT,HIGH,0.86,0.78,0.14,87,28.8,3.02,1.06
TEL-001497,PLAYER307,CTRL-0347,ZCT2E-X3066894,2024-05-04,NONE,LOW,0.08,0.00,0.08,72,117.7,3.02,1.06
TEL-001498,PLAYER308,CTRL-0348,ZCT1W-X5037972,2024-06-01,DISCONNECT_FIRMWARE,MEDIUM,0.25,0.11,0.45,66,9.2,2.98,1.06
TEL-001499,PLAYER309,CTRL-0349,ZCT2E-K5856148,2024-06-02,RIGHT_STICK_DRIFT,MEDIUM,0.74,0.58,0.19,71,104.2,3.02,1.06
TEL-001500,PLAYER310,CTRL-0350,ZCT2E-N7472998,2024-04-27,RIGHT_STICK_DRIFT,HIGH,0.74,0.58,0.08,82,72.0,3.02,1.06
TEL-001501,PLAYER311,CTRL-0351,ZCT2E-P3485821,2024-05-03,NONE,LOW,0.16,0.01,0.08,85,39.3,3.02,1.06
TEL-001502,PLAYER312,CTRL-0352,ZCT2E-A6079496,2024-06-08,NONE,LOW,0.22,0.05,0.12,84,10.6,3.02,1.06
TEL-001503,PLAYER313,CTRL-0353,ZCT2E-E8850178,2024-05-03,NONE,LOW,0.12,0.03,0.14,94,87.2,3.02,1.06
TEL-001504,PLAYER313,CTRL-0354,ZCT1W-F7002009,2024-05-24,NONE,LOW,0.15,0.10,0.09,76,63.0,3.02,1.06
TEL-001505,PLAYER314,CTRL-0355,ZCT2E-S7553588,2024-05-09,NONE,LOW,0.17,0.00,0.07,91,36.6,3.02,1.06
TEL-001506,PLAYER315,CTRL-0356,ZCT1W-M6692359,2024-06-10,NONE,LOW,0.18,0.00,0.11,82,94.0,3.02,1.06
TEL-001507,PLAYER316,CTRL-0357,ZCT2E-N2144375,2024-04-15,NONE,LOW,0.17,0.00,0.12,75,64.1,3.02,1.06
TEL-001508,PLAYER317,CTRL-0358,ZCT2E-V4026182,2024-04-11,RIGHT_STICK_MODULE,MEDIUM,0.65,0.55,0.13,96,70.0,3.02,1.06
TEL-001509,PLAYER318,CTRL-0359,ZCT2E-E6437103,2024-06-03,DISCONNECT_FIRMWARE,MEDIUM,0.21,0.10,0.85,68,67.2,3.01,1.06
TEL-001510,PLAYER319,CTRL-0360,ZCT2E-C1753785,2024-05-08,DISCONNECT_FIRMWARE,MEDIUM,0.34,0.24,0.57,84,53.2,3.00,1.06
TEL-001511,PLAYER320,CTRL-0361,ZCT1W-X2782083,2024-05-18,BATTERY_DEGRADATION,MEDIUM,0.29,0.18,0.18,84,14.5,3.02,1.06
TEL-001512,PLAYER321,CTRL-0362,ZCT1W-H2768852,2024-05-08,NONE,LOW,0.04,0.00,0.13,91,51.7,3.02,1.06
TEL-001513,PLAYER322,CTRL-0363,ZCT2E-P2079947,2024-05-28,BATTERY_DEGRADATION,MEDIUM,0.34,0.27,0.29,93,41.4,3.02,1.06
TEL-001514,PLAYER323,CTRL-0364,ZCT1W-C8407618,2024-05-07,NONE,LOW,0.10,0.00,0.08,70,20.6,3.02,1.06
TEL-001515,PLAYER324,CTRL-0365,ZCT1W-L2806251,2024-04-21,BATTERY_DEGRADATION,MEDIUM,0.31,0.13,0.15,73,15.1,3.02,1.06
TEL-001516,PLAYER325,CTRL-0366,ZCT1W-G5236162,2024-04-13,RIGHT_STICK_MODULE,MEDIUM,0.51,0.40,0.22,74,55.8,3.02,1.06
TEL-001517,PLAYER326,CTRL-0367,ZCT2E-H4375454,2024-05-16,NONE,LOW,0.14,0.02,0.02,73,38.9,3.02,1.06
TEL-001518,PLAYER327,CTRL-0368,ZCT1W-C1406730,2024-06-02,NONE,LOW,0.17,0.02,0.09,92,55.7,3.02,1.06
TEL-001519,PLAYER328,CTRL-0369,ZCT1W-E1087850,2024-05-01,NONE,LOW,0.06,0.01,0.12,88,89.4,3.02,1.06
TEL-001520,PLAYER329,CTRL-0370,ZCT1W-L4108891,2024-05-29,RIGHT_STICK_DRIFT,HIGH,0.84,0.69,0.20,87,86.6,3.02,1.06
TEL-001521,PLAYER330,CTRL-0371,ZCT1W-G8947918,2024-04-13,BATTERY_DEGRADATION,MEDIUM,0.11,0.04,0.26,74,32.8,3.02,1.06
TEL-001522,PLAYER331,CTRL-0372,ZCT1W-C8363152,2024-05-05,NONE,LOW,0.10,0.00,0.13,87,52.9,3.02,1.06
TEL-001523,PLAYER332,CTRL-0373,ZCT1W-U2311035,2024-04-20,RIGHT_STICK_DRIFT,HIGH,0.89,0.72,0.12,89,10.9,3.02,1.06
TEL-001524,PLAYER333,CTRL-0374,ZCT1W-D9367003,2024-05-21,RIGHT_STICK_DRIFT,MEDIUM,0.87,0.81,0.11,92,11.5,3.02,1.06
TEL-001525,PLAYER334,CTRL-0375,ZCT1W-K5217487,2024-05-01,NONE,LOW,0.19,0.01,0.12,68,68.7,3.02,1.06
TEL-001526,PLAYER334,CTRL-0376,ZCT1W-K2254551,2024-05-25,NONE,LOW,0.14,0.00,0.06,90,74.9,3.02,1.06
TEL-001527,PLAYER335,CTRL-0377,ZCT2E-N1950399,2024-04-22,BATTERY_DEGRADATION,MEDIUM,0.16,0.00,0.15,67,106.2,3.02,1.06
TEL-001528,PLAYER336,CTRL-0378,ZCT2E-J1502947,2024-05-21,NONE,LOW,0.05,0.00,0.02,90,32.9,3.02,1.06
TEL-001529,PLAYER337,CTRL-0379,ZCT1W-L1996431,2024-05-30,NONE,LOW,0.13,0.02,0.02,85,16.6,3.02,1.06
TEL-001530,PLAYER338,CTRL-0380,ZCT1W-H9280480,2024-04-08,DISCONNECT_FIRMWARE,MEDIUM,0.21,0.02,0.74,84,30.8,3.01,1.06
TEL-001531,PLAYER338,CTRL-0381,ZCT1W-P2352134,2024-04-28,DISCONNECT_FIRMWARE,MEDIUM,0.28,0.09,0.88,95,102.9,3.01,1.06
TEL-001532,PLAYER339,CTRL-0382,ZCT1W-J1700297,2024-05-24,DISCONNECT_FIRMWARE,MEDIUM,0.06,0.00,0.86,78,25.2,3.01,1.06
TEL-001533,PLAYER339,CTRL-0383,ZCT1W-W6876348,2024-05-06,DISCONNECT_FIRMWARE,MEDIUM,0.11,0.02,0.51,76,115.7,2.98,1.06
TEL-001534,PLAYER340,CTRL-0384,ZCT1W-A1928728,2024-04-13,RIGHT_STICK_DRIFT,HIGH,0.80,0.74,0.19,67,119.1,3.02,1.06
TEL-001535,PLAYER341,CTRL-0385,ZCT2E-X1303581,2024-05-05,NONE,LOW,0.12,0.00,0.10,80,48.7,3.02,1.06
TEL-001536,PLAYER342,CTRL-0386,ZCT2E-E8209482,2024-05-22,RIGHT_STICK_MODULE,MEDIUM,0.57,0.48,0.19,65,52.7,3.02,1.06
TEL-001537,PLAYER343,CTRL-0387,ZCT1W-D8347629,2024-04-16,DISCONNECT_FIRMWARE,MEDIUM,0.26,0.07,0.85,89,91.0,2.98,1.06
TEL-001538,PLAYER344,CTRL-0388,ZCT1W-L8323671,2024-04-12,NONE,LOW,0.15,0.00,0.14,83,101.0,3.02,1.06
TEL-001539,PLAYER345,CTRL-0389,ZCT1W-U1168605,2024-04-17,RIGHT_STICK_MODULE,MEDIUM,0.58,0.51,0.15,68,70.1,3.02,1.06
TEL-001540,PLAYER345,CTRL-0390,ZCT1W-A5193002,2024-04-14,RIGHT_STICK_MODULE,MEDIUM,0.70,0.64,0.06,69,89.7,3.02,1.06
TEL-001541,PLAYER346,CTRL-0391,ZCT1W-K1733490,2024-05-07,NONE,LOW,0.20,0.05,0.10,72,14.6,3.02,1.06
TEL-001542,PLAYER347,CTRL-0392,ZCT1W-V7674289,2024-05-19,NONE,LOW,0.10,0.00,0.13,80,88.7,3.02,1.06
TEL-001543,PLAYER348,CTRL-0393,ZCT1W-C5197640,2024-04-25,BATTERY_DEGRADATION,MEDIUM,0.12,0.03,0.25,86,99.4,3.02,1.06
TEL-001544,PLAYER349,CTRL-0394,ZCT2E-H8441397,2024-05-21,NONE,LOW,0.14,0.00,0.09,87,119.6,3.02,1.06
TEL-001545,PLAYER350,CTRL-0395,ZCT2E-W5097093,2024-04-21,NONE,LOW,0.19,0.04,0.13,85,71.9,3.02,1.06
TEL-001546,PLAYER351,CTRL-0396,ZCT1W-B6815577,2024-05-29,DISCONNECT_FIRMWARE,MEDIUM,0.31,0.20,0.47,76,18.0,3.00,1.06
TEL-001547,PLAYER352,CTRL-0397,ZCT1W-G3300684,2024-04-26,RIGHT_STICK_DRIFT,HIGH,0.86,0.81,0.17,69,96.0,3.02,1.06
TEL-001548,PLAYER353,CTRL-0398,ZCT2E-T4536127,2024-04-21,RIGHT_STICK_DRIFT,MEDIUM,0.93,0.84,0.18,88,98.4,3.02,1.06
TEL-001549,PLAYER354,CTRL-0399,ZCT1W-Q8612879,2024-04-13,NONE,LOW,0.20,0.04,0.11,80,19.4,3.02,1.06
TEL-001550,PLAYER355,CTRL-0400,ZCT1W-J5663517,2024-04-12,DISCONNECT_FIRMWARE,MEDIUM,0.29,0.20,0.70,82,37.5,2.98,1.06
TEL-001551,PLAYER356,CTRL-0401,ZCT1W-B5682394,2024-05-23,NONE,LOW,0.04,0.00,0.07,90,90.9,3.02,1.06
TEL-001552,PLAYER356,CTRL-0402,ZCT1W-N7453578,2024-04-12,NONE,LOW,0.11,0.00,0.03,73,52.6,3.02,1.06
TEL-001553,PLAYER357,CTRL-0403,ZCT2E-F8232405,2024-05-06,NONE,LOW,0.16,0.00,0.10,76,81.2,3.02,1.06
TEL-001554,PLAYER358,CTRL-0404,ZCT2E-A6640806,2024-06-09,DISCONNECT_FIRMWARE,MEDIUM,0.13,0.07,0.72,69,77.3,3.00,1.06
TEL-001555,PLAYER359,CTRL-0405,ZCT1W-A6720097,2024-04-10,RIGHT_STICK_DRIFT,HIGH,0.70,0.52,0.09,71,103.0,3.02,1.06
TEL-001556,PLAYER360,CTRL-0406,ZCT2E-B2832243,2024-05-14,RIGHT_STICK_DRIFT,MEDIUM,0.76,0.58,0.16,90,29.9,3.02,1.06
TEL-001557,PLAYER361,CTRL-0407,ZCT2E-P9705913,2024-04-20,DISCONNECT_FIRMWARE,MEDIUM,0.17,0.04,0.84,81,78.6,3.00,1.06
TEL-001558,PLAYER361,CTRL-0408,ZCT1W-E1254735,2024-04-23,DISCONNECT_FIRMWARE,MEDIUM,0.19,0.08,0.58,81,73.2,3.01,1.06
TEL-001559,PLAYER362,CTRL-0409,ZCT1W-T5963118,2024-04-09,NONE,LOW,0.06,0.00,0.12,69,98.3,3.02,1.06
TEL-001560,PLAYER363,CTRL-0410,ZCT2E-M5508832,2024-05-27,NONE,LOW,0.05,0.00,0.12,89,68.5,3.02,1.06
TEL-001561,PLAYER364,CTRL-0411,ZCT2E-U6385308,2024-06-02,DISCONNECT_FIRMWARE,MEDIUM,0.05,0.00,0.54,73,113.4,3.01,1.06
TEL-001562,PLAYER365,CTRL-0412,ZCT2E-A8380453,2024-05-30,RIGHT_STICK_MODULE,MEDIUM,0.59,0.49,0.06,77,102.0,3.02,1.06
TEL-001563,PLAYER366,CTRL-0413,ZCT1W-M9056551,2024-06-09,RIGHT_STICK_DRIFT,MEDIUM,0.89,0.83,0.08,76,112.7,3.02,1.06
TEL-001564,PLAYER367,CTRL-0414,ZCT1W-U2334575,2024-04-24,RIGHT_STICK_DRIFT,MEDIUM,0.67,0.57,0.15,73,115.6,3.02,1.06
TEL-001565,PLAYER368,CTRL-0415,ZCT1W-Q4016609,2024-05-21,DISCONNECT_FIRMWARE,MEDIUM,0.10,0.00,0.82,65,44.0,3.00,1.06
TEL-001566,PLAYER369,CTRL-0416,ZCT2E-E4815456,2024-05-17,DISCONNECT_FIRMWARE,MEDIUM,0.23,0.15,0.85,76,103.1,3.00,1.06
TEL-001567,PLAYER370,CTRL-0417,ZCT1W-H2920094,2024-05-21,RIGHT_STICK_DRIFT,HIGH,0.87,0.68,0.03,93,45.0,3.02,1.06
TEL-001568,PLAYER371,CTRL-0418,ZCT2E-U6323988,2024-04-19,RIGHT_STICK_DRIFT,HIGH,0.67,0.56,0.05,78,44.9,3.02,1.06
TEL-001569,PLAYER372,CTRL-0419,ZCT2E-J1270418,2024-05-07,NONE,LOW,0.08,0.01,0.03,87,87.6,3.02,1.06
TEL-001570,PLAYER373,CTRL-0420,ZCT1W-V4937559,2024-04-08,NONE,LOW,0.14,0.00,0.13,83,110.6,3.02,1.06
TEL-001571,PLAYER373,CTRL-0421,ZCT2E-D9573753,2024-05-06,NONE,LOW,0.17,0.08,0.12,87,97.5,3.02,1.06
TEL-001572,PLAYER374,CTRL-0422,ZCT2E-X7978813,2024-05-13,RIGHT_STICK_MODULE,MEDIUM,0.71,0.58,0.21,89,65.3,3.02,1.06
TEL-001573,PLAYER375,CTRL-0423,ZCT2E-K3400475,2024-05-11,RIGHT_STICK_DRIFT,MEDIUM,0.84,0.69,0.17,85,106.1,3.02,1.06
TEL-001574,PLAYER376,CTRL-0424,ZCT2E-W7286684,2024-06-08,DISCONNECT_FIRMWARE,MEDIUM,0.23,0.05,0.69,66,24.6,3.01,1.06
TEL-001575,PLAYER377,CTRL-0425,ZCT1W-F7179080,2024-04-22,NONE,LOW,0.11,0.03,0.08,72,77.7,3.02,1.06
TEL-001576,PLAYER378,CTRL-0426,ZCT1W-D4548039,2024-04-18,NONE,LOW,0.13,0.00,0.10,90,71.5,3.02,1.06
TEL-001577,PLAYER379,CTRL-0427,ZCT2E-G7355875,2024-04-27,NONE,LOW,0.19,0.08,0.03,96,66.2,3.02,1.06
TEL-001578,PLAYER380,CTRL-0428,ZCT1W-N2316088,2024-06-02,RIGHT_STICK_DRIFT,HIGH,0.88,0.76,0.15,79,39.6,3.02,1.06
TEL-001579,PLAYER381,CTRL-0429,ZCT2E-T3034109,2024-05-22,BATTERY_DEGRADATION,MEDIUM,0.36,0.19,0.15,64,66.5,3.02,1.06
TEL-001580,PLAYER382,CTRL-0430,ZCT1W-V8924368,2024-04-26,RIGHT_STICK_DRIFT,HIGH,0.67,0.49,0.16,70,42.8,3.02,1.06
TEL-001581,PLAYER382,CTRL-0431,ZCT2E-J4271952,2024-05-01,RIGHT_STICK_DRIFT,HIGH,0.64,0.58,0.08,93,116.6,3.02,1.06
TEL-001582,PLAYER383,CTRL-0432,ZCT1W-L5078093,2024-05-01,RIGHT_STICK_DRIFT,MEDIUM,0.79,0.71,0.09,76,70.1,3.02,1.06
TEL-001583,PLAYER384,CTRL-0433,ZCT2E-L2936374,2024-05-01,NONE,LOW,0.13,0.08,0.08,73,52.4,3.02,1.06
TEL-001584,PLAYER385,CTRL-0434,ZCT2E-M2336977,2024-06-02,NONE,LOW,0.10,0.05,0.06,69,69.1,3.02,1.06
TEL-001585,PLAYER386,CTRL-0435,ZCT2E-W9122764,2024-06-10,BATTERY_DEGRADATION,MEDIUM,0.19,0.02,0.23,71,89.0,3.02,1.06
TEL-001586,PLAYER387,CTRL-0436,ZCT2E-H3101870,2024-04-24,RIGHT_STICK_MODULE,MEDIUM,0.47,0.39,0.14,86,100.0,3.02,1.06
TEL-001587,PLAYER388,CTRL-0437,ZCT2E-X3317607,2024-05-27,RIGHT_STICK_DRIFT,MEDIUM,0.79,0.69,0.13,88,23.3,3.02,1.06
TEL-001588,PLAYER389,CTRL-0438,ZCT2E-D2367443,2024-04-24,RIGHT_STICK_DRIFT,HIGH,0.63,0.46,0.14,87,113.3,3.02,1.06
TEL-001589,PLAYER390,CTRL-0439,ZCT2E-W4323637,2024-05-10,RIGHT_STICK_MODULE,MEDIUM,0.69,0.64,0.10,90,9.7,3.02,1.06
TEL-001590,PLAYER391,CTRL-0440,ZCT2E-A3797952,2024-05-27,NONE,LOW,0.05,0.00,0.14,83,105.1,3.02,1.06
TEL-001591,PLAYER391,CTRL-0441,ZCT2E-D3120605,2024-05-26,NONE,LOW,0.21,0.09,0.06,73,30.9,3.02,1.06
TEL-001592,PLAYER392,CTRL-0442,ZCT1W-C3220930,2024-04-16,NONE,LOW,0.14,0.02,0.10,90,84.6,3.02,1.06
TEL-001593,PLAYER393,CTRL-0443,ZCT2E-P6945304,2024-05-24,RIGHT_STICK_DRIFT,HIGH,0.68,0.51,0.17,94,26.4,3.02,1.06
TEL-001594,PLAYER394,CTRL-0444,ZCT2E-D6650705,2024-06-02,NONE,LOW,0.19,0.13,0.08,88,91.6,3.02,1.06
TEL-001595,PLAYER395,CTRL-0445,ZCT1W-B2237362,2024-05-16,RIGHT_STICK_DRIFT,HIGH,0.68,0.57,0.08,87,86.5,3.02,1.06
TEL-001596,PLAYER395,CTRL-0446,ZCT2E-P8545615,2024-05-30,RIGHT_STICK_DRIFT,MEDIUM,0.82,0.64,0.15,80,53.2,3.02,1.06
TEL-001597,PLAYER396,CTRL-0447,ZCT2E-E4077793,2024-04-24,RIGHT_STICK_MODULE,MEDIUM,0.48,0.41,0.16,84,32.3,3.02,1.06
TEL-001598,PLAYER397,CTRL-0448,ZCT1W-A7205454,2024-06-02,NONE,LOW,0.22,0.15,0.04,93,73.3,3.02,1.06
TEL-001599,PLAYER397,CTRL-0449,ZCT2E-Q3964907,2024-04-13,NONE,LOW,0.21,0.14,0.04,70,33.7,3.02,1.06
TEL-001600,PLAYER398,CTRL-0450,ZCT1W-H5988680,2024-05-19,NONE,LOW,0.08,0.00,0.02,65,58.5,3.02,1.06
TEL-001601,PLAYER399,CTRL-0451,ZCT2E-K6415686,2024-04-23,NONE,LOW,0.22,0.03,0.11,92,66.8,3.02,1.06
TEL-001602,PLAYER399,CTRL-0452,ZCT1W-B4534635,2024-05-28,NONE,LOW,0.14,0.01,0.05,92,36.7,3.02,1.06
TEL-001603,PLAYER400,CTRL-0453,ZCT2E-D6827492,2024-06-05,DISCONNECT_FIRMWARE,MEDIUM,0.06,0.00,0.63,95,47.6,3.00,1.06
TEL-001604,PLAYER401,CTRL-0454,ZCT2E-R8363801,2024-04-09,NONE,LOW,0.03,0.00,0.15,87,26.2,3.02,1.06
TEL-001605,PLAYER402,CTRL-0455,ZCT2E-V2780388,2024-04-27,NONE,LOW,0.05,0.00,0.15,85,22.2,3.02,1.06
TEL-001606,PLAYER403,CTRL-0456,ZCT1W-G9534539,2024-05-05,RIGHT_STICK_MODULE,MEDIUM,0.71,0.53,0.15,82,61.8,3.02,1.06
TEL-001607,PLAYER404,CTRL-0457,ZCT1W-T4273782,2024-05-11,RIGHT_STICK_DRIFT,HIGH,0.87,0.71,0.05,72,31.1,3.02,1.06
TEL-001608,PLAYER405,CTRL-0458,ZCT1W-K8155525,2024-04-09,NONE,LOW,0.20,0.10,0.11,83,101.9,3.02,1.06
TEL-001609,PLAYER406,CTRL-0459,ZCT2E-K2839032,2024-04-29,NONE,LOW,0.16,0.05,0.02,85,52.5,3.02,1.06
TEL-001610,PLAYER407,CTRL-0460,ZCT2E-R5413356,2024-05-12,RIGHT_STICK_DRIFT,MEDIUM,0.79,0.71,0.20,73,110.4,3.02,1.06
TEL-001611,PLAYER408,CTRL-0461,ZCT1W-M2326525,2024-05-04,RIGHT_STICK_DRIFT,HIGH,0.95,0.81,0.12,96,18.3,3.02,1.06
TEL-001612,PLAYER409,CTRL-0462,ZCT1W-L3629445,2024-05-17,RIGHT_STICK_DRIFT,HIGH,0.94,0.88,0.17,95,28.3,3.02,1.06
TEL-001613,PLAYER410,CTRL-0463,ZCT1W-L1643521,2024-04-11,RIGHT_STICK_DRIFT,HIGH,0.91,0.77,0.16,68,92.8,3.02,1.06
TEL-001614,PLAYER411,CTRL-0464,ZCT1W-T1597875,2024-04-10,DISCONNECT_FIRMWARE,MEDIUM,0.14,0.00,0.77,73,114.4,2.98,1.06
TEL-001615,PLAYER412,CTRL-0465,ZCT1W-U7311740,2024-04-20,NONE,LOW,0.05,0.00,0.07,76,48.5,3.02,1.06
TEL-001616,PLAYER413,CTRL-0466,ZCT1W-J8887227,2024-05-25,RIGHT_STICK_DRIFT,MEDIUM,0.80,0.66,0.07,80,92.5,3.02,1.06
TEL-001617,PLAYER414,CTRL-0467,ZCT2E-K3211101,2024-04-21,RIGHT_STICK_MODULE,MEDIUM,0.51,0.43,0.22,86,45.7,3.02,1.06
TEL-001618,PLAYER414,CTRL-0468,ZCT1W-S4593496,2024-06-10,RIGHT_STICK_MODULE,MEDIUM,0.50,0.39,0.13,80,62.7,3.02,1.06
TEL-001619,PLAYER415,CTRL-0469,ZCT1W-F1651169,2024-05-04,NONE,LOW,0.10,0.04,0.09,91,42.6,3.02,1.06
TEL-001620,PLAYER416,CTRL-0470,ZCT2E-W4937877,2024-06-09,NONE,LOW,0.08,0.00,0.09,72,99.2,3.02,1.06
TEL-001621,PLAYER416,CTRL-0471,ZCT1W-K4890524,2024-04-11,NONE,LOW,0.21,0.04,0.10,71,96.1,3.02,1.06
TEL-001622,PLAYER417,CTRL-0472,ZCT2E-V6991611,2024-04-24,RIGHT_STICK_DRIFT,MEDIUM,0.67,0.52,0.13,80,53.5,3.02,1.06
TEL-001623,PLAYER418,CTRL-0473,ZCT1W-D5819613,2024-05-24,DISCONNECT_FIRMWARE,MEDIUM,0.31,0.25,0.46,84,45.4,2.98,1.06
TEL-001624,PLAYER419,CTRL-0474,ZCT1W-X8128056,2024-04-08,RIGHT_STICK_DRIFT,MEDIUM,0.71,0.60,0.06,73,77.3,3.02,1.06
TEL-001625,PLAYER420,CTRL-0475,ZCT2E-X2904822,2024-04-17,NONE,LOW,0.08,0.03,0.09,65,89.3,3.02,1.06
TEL-001626,PLAYER421,CTRL-0476,ZCT1W-R9206984,2024-05-28,DISCONNECT_FIRMWARE,MEDIUM,0.08,0.00,0.87,87,10.1,3.00,1.06
TEL-001627,PLAYER422,CTRL-0477,ZCT2E-J9514225,2024-04-19,NONE,LOW,0.10,0.01,0.14,86,11.0,3.02,1.06
TEL-001628,PLAYER423,CTRL-0478,ZCT2E-J6328751,2024-06-05,DISCONNECT_FIRMWARE,MEDIUM,0.23,0.08,0.71,77,28.3,3.00,1.06
TEL-001629,PLAYER424,CTRL-0479,ZCT2E-J1916595,2024-04-12,NONE,LOW,0.14,0.08,0.07,71,29.7,3.02,1.06
TEL-001630,PLAYER425,CTRL-0480,ZCT1W-K8510091,2024-05-01,NONE,LOW,0.11,0.04,0.04,76,97.4,3.02,1.06
TEL-001631,PLAYER426,CTRL-0481,ZCT1W-W2850788,2024-06-03,NONE,LOW,0.22,0.03,0.14,84,60.5,3.02,1.06
TEL-001632,PLAYER427,CTRL-0482,ZCT1W-A7361721,2024-05-24,BATTERY_DEGRADATION,MEDIUM,0.21,0.07,0.22,57,106.2,3.02,1.06
TEL-001633,PLAYER428,CTRL-0483,ZCT2E-T2064762,2024-06-06,NONE,LOW,0.03,0.00,0.03,86,18.7,3.02,1.06
TEL-001634,PLAYER428,CTRL-0484,ZCT2E-T4329267,2024-06-06,NONE,LOW,0.16,0.00,0.04,88,103.2,3.02,1.06
TEL-001635,PLAYER429,CTRL-0485,ZCT1W-K3707912,2024-04-08,NONE,LOW,0.19,0.06,0.09,78,69.8,3.02,1.06
TEL-001636,PLAYER430,CTRL-0486,ZCT1W-T5172556,2024-05-31,DISCONNECT_FIRMWARE,MEDIUM,0.28,0.17,0.47,84,30.5,3.01,1.06
TEL-001637,PLAYER431,CTRL-0487,ZCT1W-S2720012,2024-05-22,BATTERY_DEGRADATION,MEDIUM,0.25,0.13,0.30,88,111.1,3.02,1.06
TEL-001638,PLAYER432,CTRL-0488,ZCT1W-K6057767,2024-05-15,NONE,LOW,0.19,0.00,0.14,96,54.0,3.02,1.06
TEL-001639,PLAYER433,CTRL-0489,ZCT2E-D7339384,2024-05-12,NONE,LOW,0.20,0.09,0.02,70,52.3,3.02,1.06
TEL-001640,PLAYER434,CTRL-0490,ZCT2E-C2283911,2024-06-10,NONE,LOW,0.15,0.00,0.13,76,52.1,3.02,1.06
TEL-001641,PLAYER435,CTRL-0491,ZCT1W-T3547579,2024-05-11,NONE,LOW,0.17,0.02,0.08,77,77.3,3.02,1.06
TEL-001642,PLAYER436,CTRL-0492,ZCT2E-L8132878,2024-05-11,NONE,LOW,0.21,0.11,0.11,91,98.6,3.02,1.06
TEL-001643,PLAYER437,CTRL-0493,ZCT2E-Q4400182,2024-05-08,RIGHT_STICK_DRIFT,HIGH,0.70,0.52,0.11,85,88.3,3.02,1.06
TEL-001644,PLAYER438,CTRL-0494,ZCT2E-P2561327,2024-04-24,BATTERY_DEGRADATION,MEDIUM,0.18,0.09,0.24,73,75.3,3.02,1.06
TEL-001645,PLAYER439,CTRL-0495,ZCT2E-R5771825,2024-04-08,DISCONNECT_FIRMWARE,MEDIUM,0.22,0.09,0.57,77,106.4,3.01,1.06
TEL-001646,PLAYER440,CTRL-0496,ZCT1W-N1288778,2024-05-11,DISCONNECT_FIRMWARE,MEDIUM,0.15,0.00,0.46,76,70.0,3.00,1.06
TEL-001647,PLAYER441,CTRL-0497,ZCT2E-T2817044,2024-04-12,NONE,LOW,0.18,0.13,0.08,72,32.2,3.02,1.06
TEL-001648,PLAYER442,CTRL-0498,ZCT1W-Q7204577,2024-05-25,BATTERY_DEGRADATION,MEDIUM,0.38,0.30,0.20,78,35.7,3.02,1.06
TEL-001649,PLAYER443,CTRL-0499,ZCT2E-L3412081,2024-05-26,RIGHT_STICK_DRIFT,MEDIUM,0.71,0.55,0.16,74,95.4,3.02,1.06
TEL-001650,PLAYER443,CTRL-0500,ZCT1W-G9217672,2024-06-07,RIGHT_STICK_DRIFT,HIGH,0.68,0.61,0.07,65,106.6,3.02,1.06
TEL-001651,PLAYER444,CTRL-0501,ZCT2E-V8944257,2024-05-05,NONE,LOW,0.06,0.00,0.15,66,19.6,3.02,1.06
TEL-001652,PLAYER445,CTRL-0502,ZCT2E-J7909840,2024-04-26,NONE,LOW,0.11,0.00,0.08,79,73.1,3.02,1.06
TEL-001653,PLAYER446,CTRL-0503,ZCT1W-B6392918,2024-05-04,DISCONNECT_FIRMWARE,MEDIUM,0.11,0.00,0.58,85,37.8,3.00,1.06
